company_name,industry,website,telephone,fax,address,address_maplink,email_all
Papeterie Elisabeth Hug,Detailhandel mit Schreibwaren und Bürobedarf,http://www.papeterie-hug.ch/,tel:061 693 36 07,NA,"Türkheimerstrasse 32
4055 Basel",https://www.google.com/maps/place/T%C3%BCrkheimerstrasse%2032+4055+Basel,website not accessible
Willi Cajochen,Architekturbüros,NA,tel:081 684 22 95,fax:081 684 21 78,"Veia Tect 5
7460 Savognin",https://www.google.com/maps/place/Veia%20Tect%205+7460+Savognin,website not accessible
MS Protect AG,Herstellung von sonstigen Metallwaren a. n. g.,http://www.msprotect.ch/,tel:071 948 70 70,fax:071 948 70 80,"Sägebachstrasse 2
9525 Lenggenwil",https://www.google.com/maps/place/S%C3%A4gebachstrasse%202+9525+Lenggenwil,website not accessible
logibau AG,Grosshandel mit Baustoffen,http://www.logibau.ch/,tel:056 675 76 76,fax:056 675 76 77,"Meierskappelstrasse 5
6403 Küssnacht am Rigi",https://www.google.com/maps/place/Meierskappelstrasse%205+6403+K%C3%BCssnacht%20am%20Rigi,info@logibau.ch
Strickler Reisen AG,Nicht-regelmässiger Personenbeförderung im Landverkehr,http://www.strickler-reisen.ch/,tel:041 756 07 66,fax:041 755 26 48,"Industriestrasse 7
6345 Neuheim",https://www.google.com/maps/place/Industriestrasse%207+6345+Neuheim,info@strickler-reisen.ch
Garage Gyr GmbH,lnstandhaltung und Reparatur von Automobilen,http://www.garage-gyr.ch/,tel:044 768 27 27,NA,"Niederfeldstrasse 10
8932 Mettmenstetten",https://www.google.com/maps/place/Niederfeldstrasse%2010+8932+Mettmenstetten,info@garage-gyr.ch
Lüthi Druck AG,Offsetdruck,NA,tel:062 961 44 77,fax:062 961 75 07,"Bodackerweg 4
3360 Herzogenbuchsee",https://www.google.com/maps/place/Bodackerweg%204+3360+Herzogenbuchsee,website not accessible
Rufra Garten GmbH,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://kindler-tiefbau.ch/,tel:056 442 31 31,fax:056 442 31 33,"Hintergasse 4
5213 Villnachern",https://www.google.com/maps/place/Hintergasse%204+5213+Villnachern,bad link
sun-collection GmbH,"Grosshandel mit Foto- und Kinogeräten, feinmechanischen und optischen Erzeugnissen",NA,tel:033 535 66 51,fax:033 535 73 22,"Brüggstrasse 7a
3634 Thierachern",https://www.google.com/maps/place/Br%C3%BCggstrasse%207a+3634+Thierachern,website not accessible
bp Tankstelle Mettlen,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Bürglenstrasse 1
9517 Mettlen",https://www.google.com/maps/place/B%C3%BCrglenstrasse%201+9517+Mettlen,website not accessible
P.S.I. Immobilien AG,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:031 311 26 44,fax:031 311 28 56,"Muesmattstrasse 38
3012 Bern",https://www.google.com/maps/place/Muesmattstrasse%2038+3012+Bern,website not accessible
JMG Electroménager Sàrl,Ausschreibungen,http://www.jmgelectromenager.ch/?utm_source=wirMarket&utm_medium=StoreLocator&utm_campaign=website,tel:021 634 82 85,NA,"Chemin de la Colice 2
1023 Crissier",https://www.google.com/maps/place/Chemin%20de%20la%20Colice%202+1023+Crissier,agrand@jmgelectromenager.ch
Druckerei Krebs AG,Offsetdruck,http://www.druckereikrebs.ch/,tel:061 272 97 23,fax:061 272 97 60,"Leimgrubenweg 9
4053 Basel",https://www.google.com/maps/place/Leimgrubenweg%209+4053+Basel,c.bott@druckereikrebs.ch
Egli Gartenbau AG Uster,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.egligartenbau.com/,tel:044 940 77 44,fax:044 940 77 45,"Aathalstrasse 12
8610 Uster",https://www.google.com/maps/place/Aathalstrasse%2012+8610+Uster,Faden_Volketswil_08-800x533@2x.jpg
Felix Neumaier,"Grosshandel mit keramischen Erzeugnissen, Glaswaren und Reinigungsmitteln",NA,tel:056 633 64 22,NA,"Birkenweg 5
5615 Fahrwangen",https://www.google.com/maps/place/Birkenweg%205+5615+Fahrwangen,website not accessible
Emil Albisser,Detailhandel mit Automobilteilen und -zubehör,NA,tel:062 291 17 35,NA,"Chrummacker 3
4658 Däniken SO",https://www.google.com/maps/place/Chrummacker%203+4658+D%C3%A4niken%20SO,website not accessible
"BJ, Beati Joseph Sàrl",Malerei und Gipserei ohne ausgeprägten Schwerpunkt,http://www.beatipeinture.ch/,tel:024 445 43 00,NA,"Avenue de la Gare 1
1422 Grandson",https://www.google.com/maps/place/Avenue%20de%20la%20Gare%201+1422+Grandson,website not accessible
Brägger Liftmontagen AG,Sonstige Bauinstallation,http://www.braegger-liftmontagen.ch/,tel:071 931 45 63,NA,"Feldheimstrasse 6
9602 Bazenheid",https://www.google.com/maps/place/Feldheimstrasse%206+9602+Bazenheid,info@braegger-liftmontagen.ch
MJ Immobilien AG,Vermietung und Verpachtung von eigenen oder geleasten Gebäuden und Wohnungen,NA,NA,NA,"Burgmatte 8
6208 Oberkirch LU",https://www.google.com/maps/place/Burgmatte%208+6208+Oberkirch%20LU,website not accessible
Zollinger AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.zollinger-bw.ch/,tel:056 268 62 63,fax:056 268 62 01,"Bünte 39
5306 Tegerfelden",https://www.google.com/maps/place/B%C3%BCnte%2039+5306+Tegerfelden,website not accessible
YACHTWERFT FAUL AG,Reparatur von Maschinen,http://www.faul.ch/,tel:044 727 90 00,fax:044 727 90 09,"Seestrasse 5
8810 Horgen",https://www.google.com/maps/place/Seestrasse%205+8810+Horgen,seedamm-marina@faul.ch
Fahrzeugbau Sturzenegger AG,"Herstellung von Karosserien, Aufbauten und Anhängern",NA,NA,NA,"Bangertenstrasse 869
3076 Worb",https://www.google.com/maps/place/Bangertenstrasse%20869+3076+Worb,website not accessible
Thomas Schnyder,Tätigkeit von Versicherungsmaklerinnen und -maklern,NA,tel:032 623 68 36,NA,"Obere Steingrubenstrasse 29
4500 Solothurn",https://www.google.com/maps/place/Obere%20Steingrubenstrasse%2029+4500+Solothurn,website not accessible
Marcel Begert,Grosshandel ohne ausgeprägten Schwerpunkt,NA,tel:031 747 82 28,NA,"Gartenweg 2
3179 Kriechenwil",https://www.google.com/maps/place/Gartenweg%202+3179+Kriechenwil,website not accessible
AUTO GSPONER AG,lnstandhaltung und Reparatur von Automobilen,http://www.autogsponer.ch/,tel:027 946 09 00,fax:027 946 09 01,"Kantonsstrasse 61
3930 Visp",https://www.google.com/maps/place/Kantonsstrasse%20%2061+3930+Visp,info@autogsponer.ch
Philipp Eberhard,Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage,NA,tel:044 821 74 70,NA,"Im Blatten 2
8600 Dübendorf",https://www.google.com/maps/place/Im%20Blatten%202+8600+D%C3%BCbendorf,website not accessible
Speiserestaurant Winzelnberg,Restaurants mit Beherbergungsangebot,http://www.winzelnberg.ch/,tel:071 477 11 63,fax:071 477 20 63,"Winzelnberg
9314 Steinebrunn",https://www.google.com/maps/place/Winzelnberg+9314+Steinebrunn,info@winzelnberg.ch
Ademi Armierungen GmbH,Sonstiger spezialisierter Hoch- und Tiefbau a. n. g.,http://www.ademi-armierungen.ch/,NA,NA,"Nationalstrasse 17
8280 Kreuzlingen",https://www.google.com/maps/place/Nationalstrasse%2017+8280+Kreuzlingen,info@ademi-armierungen.ch
Gundeli Carrosserie AG,Reparatur und Lackieren von Carrosserien,http://www.gundeliag.ch/,tel:061 711 44 35,fax:061 711 44 95,"Duggingerstrasse 18
4153 Reinach BL",https://www.google.com/maps/place/Duggingerstrasse%2018+4153+Reinach%20BL,info@gundeliag.ch
Bütikofer Gastro AG,"Diskotheken, Dancings, Night Clubs",NA,tel:052 369 03 69,NA,"In der Au 8
8547 Gachnang",https://www.google.com/maps/place/In%20der%20Au%208+8547+Gachnang,website not accessible
Schönegg-Garage AG,lnstandhaltung und Reparatur von Automobilen,http://www.schoenegg-garage.ch/,tel:033 655 30 10,fax:033 655 30 19,"Oberlandstrasse 54
3700 Spiez",https://www.google.com/maps/place/Oberlandstrasse%2054+3700+Spiez,info@schoenegg-garage.ch
gobek7 GmbH,Sonstiger Unterricht a. n. g.,http://www.gobek7.ch/,tel:079 475 10 53,NA,"Lindenstrasse 2
8134 Adliswil",https://www.google.com/maps/place/Lindenstrasse%202+8134+Adliswil,elisabeth@gobek7.ch
L.Mattle GmbH,Grosshandel ohne ausgeprägten Schwerpunkt,NA,tel:071 761 36 32,NA,"Wiesenstrasse 40
9463 Oberriet SG",https://www.google.com/maps/place/Wiesenstrasse%2040+9463+Oberriet%20SG,website not accessible
Odermatt Umwelttechnik AG,Herstellung von land- und forstwirtschaftlichen Maschinen,http://www.odrag.ch/,tel:071 951 80 50,fax:071 951 80 51,"Ergetenstrassse 1
9203 Niederwil SG",https://www.google.com/maps/place/Ergetenstrassse%201+9203+Niederwil%20SG,info@pingag.ch
Schriber AG Rothenburg,Schreinerarbeiten im Innenausbau,http://www.schriberag.ch/,tel:041 280 25 55,fax:041 280 29 55,"Buzibachstrasse 6
6023 Rothenburg",https://www.google.com/maps/place/Buzibachstrasse%206+6023+Rothenburg,info@schriberag.ch
Fäs Installationen AG,Sanitärinstallation und Spenglerei,http://www.faesinstallationen.ch/,NA,NA,"Bernerstrasse Nord 210
8064 Zürich",https://www.google.com/maps/place/Bernerstrasse%20Nord%20210+8064+Z%C3%BCrich,info@faesinstallationen.ch
Restaurant Dörfli,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",NA,tel:062 794 10 27,NA,"Bernstrasse 132
4852 Rothrist",https://www.google.com/maps/place/Bernstrasse%20132+4852+Rothrist,website not accessible
Soc. simple Châtel-St-Denis,Leitungsgebundene Telekommunikation,NA,tel:021 701 45 10,fax:021 701 45 09,"Chemin de Sainte-Croix 12C
1807 Blonay",https://www.google.com/maps/place/Chemin%20de%20Sainte-Croix%2012C+1807+Blonay,website not accessible
Thomas Von Känel,Sonstiger spezialisierter Hoch- und Tiefbau a. n. g.,NA,tel:033 676 28 10,fax:033 676 38 10,"Ob.Allmi
3713 Reichenbach im Kandertal",https://www.google.com/maps/place/Ob.Allmi+3713+Reichenbach%20im%20Kandertal,website not accessible
