company_name,industry,website,telephone,fax,address,address_maplink,email_home
Auto Gasser Salmsach AG,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",http://www.autogasser.ch/,tel:071 466 10 40,fax:071 466 10 49,"Arbonerstrasse 30
8599 Salmsach",https://www.google.com/maps/place/Arbonerstrasse%2030+8599+Salmsach,bad link
Kärcher Center St.Gallen,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.kaerchercentersg.ch/,tel:071 250 09 11,fax:071 250 09 12,"Kolumbanstrasse 76
9008 St. Gallen",https://www.google.com/maps/place/Kolumbanstrasse%2076+9008+St.%20Gallen,
Ghielmimport SA,Grosshandel mit Baustoffen,http://www.ghielmimport.ch/,tel:091 935 59 00,fax:091 935 59 99,"strada Cantonale
6805 Mezzovico",https://www.google.com/maps/place/strada%20Cantonale+6805+Mezzovico,info@ghielmimport.ch
Pius Schäfler AG,Detailhandel mit Schreibwaren und Bürobedarf,http://www.piusschaefler.ch/,tel:071 393 84 20,NA,"Bahnhofstrasse 1
9230 Flawil",https://www.google.com/maps/place/Bahnhofstrasse%201+9230+Flawil,support@dachcom.ch
A. Gashi GmbH,Verlegen von Fussboden,NA,NA,NA,"Unterdorf 5
4203 Grellingen",https://www.google.com/maps/place/Unterdorf%205+4203+Grellingen,website not accessible
Mainstation 1901,Entwicklung von Bauprojekten,http://www.mainstation1901.ch/,tel:081 286 68 00,fax:081 286 68 01,"Mainstation 1901
7000 Chur",https://www.google.com/maps/place/Mainstation%201901+7000+Chur,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com
H. Gosteli AG,Detailhandel mit Blumen und Pflanzen,http://www.hgosteliag.ch/,tel:033 822 20 54,fax:033 822 92 69,"Metzgergasse 4
3800 Matten b. Interlaken",https://www.google.com/maps/place/Metzgergasse%204+3800+Matten%20b.%20Interlaken,gartenbau@hgosteliag.ch
Inter-Press Schweiz AG,Call Centers,http://www.tmvag.ch/,tel:071 913 57 57,NA,"Weidstrasse 2
9535 Wilen b. Wil",https://www.google.com/maps/place/Weidstrasse%202+9535+Wilen%20b.%20Wil,tmv@tmvwil.ch?subject=Anfrage/Kontakt
Fritz Zehnder,Reinigung a. n. g.,NA,tel:055 442 33 59,NA,"Katrinenhof 3
8852 Altendorf",https://www.google.com/maps/place/Katrinenhof%203+8852+Altendorf,website not accessible
Gemini GmbH,Detailhandel mit Möbeln,NA,tel:041 250 10 10,NA,"Ibelweg 20
6300 Zug",https://www.google.com/maps/place/Ibelweg%2020+6300+Zug,website not accessible
NaturaPET AG,Herstellung von Futtermitteln für sonstige Tiere,http://www.naturapet.swiss/,tel:052 744 55 66,NA,"Juchstrasse 29
8500 Frauenfeld",https://www.google.com/maps/place/Juchstrasse%2029+8500+Frauenfeld,
Buchhaltungsstelle AG,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,http://www.buchhaltungsstelle.ch/,tel:041 429 60 30,fax:041 429 60 39,"Keramikweg 11
6030 Ebikon",https://www.google.com/maps/place/Keramikweg%2011+6030+Ebikon,bhslu@bluewin.ch
active real estate ag,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.a-realestate.ch/,tel:062 823 75 40,fax:062 823 75 45,"Mühlemattstrasse 58
5000 Aarau",https://www.google.com/maps/place/M%C3%BChlemattstrasse%2058+5000+Aarau,info@a-realestate.ch
Restaurant Krung-Thai,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.krung-thai-restaurant.ch/,tel:071 790 01 12,NA,"Dorfstrasse 16
9055 Bühler",https://www.google.com/maps/place/Dorfstrasse%2016+9055+B%C3%BChler,
Riedweg Malergeschäft GmbH,Malerei,NA,tel:041 910 33 47,NA,"Lavendelweg 8
6280 Hochdorf",https://www.google.com/maps/place/Lavendelweg%208+6280+Hochdorf,website not accessible
Irene Zenklusen,Vermietung und Verpachtung von eigenen oder geleasten Grundstücken,http://iz-immobilien.ch/,tel:041 871 37 85,fax:041 872 09 31,"Jäggimätteli 3
6467 Schattdorf",https://www.google.com/maps/place/J%C3%A4ggim%C3%A4tteli%20%203+6467+Schattdorf,izimmobilien@bluewin.ch
Urben AG,Detailhandel mit elektrischen Haushaltsgeräten,http://www.urbenag.ch/,tel:062 961 62 20,NA,"Bitziusstrasse 15
3360 Herzogenbuchsee",https://www.google.com/maps/place/Bitziusstrasse%2015+3360+Herzogenbuchsee,
"Hans Lüthi,Schreinerei",Schreinerarbeiten im Innenausbau,NA,tel:041 828 16 80,fax:041 828 12 71,"Obergschwend
6442 Gersau",https://www.google.com/maps/place/Obergschwend+6442+Gersau,website not accessible
Herzig AG,Architekturbüros,http://www.herzigag.com/,tel:071 244 40 10,fax:071 244 40 19,"Seeblickstrasse 13
9306 Freidorf TG",https://www.google.com/maps/place/Seeblickstrasse%2013+9306+Freidorf%20TG,herzig@herzigag.com
Bäbler Immobilien AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.baebler-heizungen.ch/,tel:055 645 52 28,fax:055 644 52 20,"Obere Allmeind 2b
8755 Ennenda",https://www.google.com/maps/place/Obere%20Allmeind%202b+8755+Ennenda,
Immaro Invest AG,Entwicklung von Bauprojekten,NA,tel:071 923 70 55,NA,"Hubstrasse 13
9500 Wil SG",https://www.google.com/maps/place/Hubstrasse%2013+9500+Wil%20SG,website not accessible
Hôtel-Restaurant Bellevue,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.hotel-le-bellevue.ch/,tel:032 951 16 20,fax:032 951 16 06,"rue de la Gruère 13
2350 Saignelégier",https://www.google.com/maps/place/rue%20de%20la%20Gru%C3%A8re%2013+2350+Saignel%C3%A9gier,info@hotels-saignelegier.ch
Anton Ulrich GmbH,Bauspenglerei,NA,tel:041 855 39 55,fax:041 855 51 35,"Schöntalweg 18
6414 Oberarth",https://www.google.com/maps/place/Sch%C3%B6ntalweg%2018+6414+Oberarth,website not accessible
Team Papeterie AG,Detailhandel mit Schreibwaren und Bürobedarf,NA,tel:032 653 84 34,fax:032 653 84 38,"Bettlachstrasse 17
2540 Grenchen",https://www.google.com/maps/place/Bettlachstrasse%2017+2540+Grenchen,website not accessible
Ecotec by Storit-Werke AG,Herstellung von Verpackungsmitteln aus Kunststoffen,http://www.storit.ch/,tel:081 720 11 30,fax:081 720 11 33,"Unterdorfstrasse 33
8892 Berschis",https://www.google.com/maps/place/Unterdorfstrasse%2033+8892+Berschis,info@storit.ch
Alpsteinzaun AG,Sonstige Bauinstallation,http://www.alpsteinzaun.ch/,tel:071 388 08 20,fax:071 388 08 29,"Bächigenstrasse 5
9212 Arnegg",https://www.google.com/maps/place/B%C3%A4chigenstrasse%205+9212+Arnegg,info@alpsteinzaun.ch
Hydro-Nico AG,Vermietung von Baumaschinen und -geräten,NA,tel:027 946 70 58,fax:027 946 70 44,"Alte Landstrasse 177
3900 Gamsen",https://www.google.com/maps/place/Alte%20Landstrasse%20177+3900+Gamsen,website not accessible
Secur Sicherheitstechnik AG,Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen,http://www.secur.ch/,tel:0844 330 444,fax:0844 330 445,"Kernenriedstrasse 1
3421 Lyssach",https://www.google.com/maps/place/Kernenriedstrasse%201+3421+Lyssach,info@secur.ch
Sonderegger AG,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.sondi.ch/,tel:071 353 50 54,fax:071 352 23 28,"Mühlestrasse 10
9100 Herisau",https://www.google.com/maps/place/M%C3%BChlestrasse%2010+9100+Herisau,info@sondi.ch
rh IMMOBILIEN & ARCHITEKTUR GmbH,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.huberimmo.ch/,tel:062 298 38 38,fax:062 298 38 37,"Ziegelfeldstrasse 109
4600 Olten",https://www.google.com/maps/place/Ziegelfeldstrasse%20109+4600+Olten,bad link
Regionalagentur Enrique Abate,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.k-a-b.ch/,tel:079 294 92 64,NA,"Adlikerstrasse 101
8105 Regensdorf",https://www.google.com/maps/place/Adlikerstrasse%20101+8105+Regensdorf,S_6_EP_fantasie_kab_11_2022@2x.png
Alfred Hofstetter,lnstandhaltung und Reparatur von Automobilen,NA,tel:032 358 18 16,fax:032 358 52 28,"rte Principale 11
2535 Frinvillier",https://www.google.com/maps/place/rte%20Principale%2011+2535+Frinvillier,website not accessible
