company_name,industry,website,telephone,fax,address,address_maplink,email_all
Adrian Reusser,Dachdeckerei,NA,tel:031 781 30 03,fax:031 781 30 13,"Aeschistrasse 6
3110 Münsingen",https://www.google.com/maps/place/Aeschistrasse%206+3110+M%C3%BCnsingen,website not accessible
"Ernst Hänni, Gipserei Malerei, AG",Malerei und Gipserei ohne ausgeprägten Schwerpunkt,http://www.ernsthaenniag.ch/,tel:031 971 52 70,NA,"Neuhausweg 1
3097 Liebefeld",https://www.google.com/maps/place/Neuhausweg%20%201+3097+Liebefeld,info@haenni-kreativ.ch
BSgroup Financial Solutions AG,Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie,http://www.bsgroup.ch/,tel:044 441 44 44,NA,"Buckhauserstrasse 24
8048 Zürich",https://www.google.com/maps/place/Buckhauserstrasse%2024+8048+Z%C3%BCrich,info@bsgroup.ch
J. Hegner AG,Andere Holdinggesellschaften,http://www.hegnermetall.ch/,NA,fax:055 450 60 31,"Rüsselhofweg 23
8854 Galgenen",https://www.google.com/maps/place/R%C3%BCsselhofweg%2023+8854+Galgenen,website not accessible
bath service gmbh,Hausmeisterdienste; Facility Management,NA,NA,NA,"Renggstrasse 8
6014 Luzern",https://www.google.com/maps/place/Renggstrasse%208+6014+Luzern,website not accessible
STA Strassen- und Tiefbau AG,Bau von Strassen,NA,tel:062 205 19 80,fax:062 025 19 81,"Belchenstrasse 3
4600 Olten",https://www.google.com/maps/place/Belchenstrasse%203+4600+Olten,website not accessible
Rowa-Leuchten Truniger AG,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.rowa-leuchten.ch/,tel:055 285 90 20,fax:055 285 90 29,"Ernetschwilerstrasse 23
8737 Gommiswald",https://www.google.com/maps/place/Ernetschwilerstrasse%2023+8737+Gommiswald,info@rowa-leuchten.ch
Landgasthof Alpenrose,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.landgasthofalpenrose.ch/,tel:033 951 14 10,NA,"Dorfstrasse
3858 Hofstetten b. Brienz",https://www.google.com/maps/place/Dorfstrasse+3858+Hofstetten%20b.%20Brienz,website not accessible
"Bucher AG, Widnau",Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.bucher-widnau.ch/,tel:071 727 08 60,fax:071 727 08 61,"Espenstrasse 21
9443 Widnau",https://www.google.com/maps/place/Espenstrasse%2021+9443+Widnau,Naturpool-Holzrost-Sichtschutz-be9107a1-4d7f91e3-mh981@1199w.webp
Elektro Schwegler AG,Elektroinstallation,http://www.elektro-schwegler.ch/,tel:071 633 11 81,NA,"Bienenstrasse 2
8575 Istighofen",https://www.google.com/maps/place/Bienenstrasse%202+8575+Istighofen,info@elektro-schwegler.ch
Andenmatten Egon Bau und Transport,Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,NA,tel:079 220 75 89,NA,"Obere Tamattenstrasse 23
3910 Saas-Grund",https://www.google.com/maps/place/Obere%20Tamattenstrasse%2023+3910+Saas-Grund,website not accessible
Neuhof Garage Frei GmbH,lnstandhaltung und Reparatur von Automobilen,http://www.neuhofgarage.ch/,tel:071 966 20 68,fax:071 966 51 60,"Wilerstrasse 48
9542 Münchwilen TG",https://www.google.com/maps/place/Wilerstrasse%2048+9542+M%C3%BCnchwilen%20TG,marie.exemple@exemplesa.ch
Walz Backkunst,Herstellung von Backwaren (ohne Dauerbackwaren),http://www.walz-backkunst.ch/,tel:071 669 38 48,NA,"Hauptstrasse 67
8274 Tägerwilen",https://www.google.com/maps/place/Hauptstrasse%2067+8274+T%C3%A4gerwilen,office@walz-backkunst.ch
Käslin Boden GmbH,Verlegen von Fussboden,http://www.may-boden.ch/,NA,NA,"Ledergasse 40
6375 Beckenried",https://www.google.com/maps/place/Ledergasse%2040+6375+Beckenried,info@kaeslin-boden.ch
Christian Sumi,Glaserei,NA,NA,NA,"Oensgasse 8
3362 Niederönz",https://www.google.com/maps/place/Oensgasse%208+3362+Nieder%C3%B6nz,website not accessible
Storentechnik Loriol GmbH,Sonstige Bauinstallation,NA,tel:062 216 15 50,fax:062 216 27 22,"Gässli 5
4614 Hägendorf",https://www.google.com/maps/place/G%C3%A4ssli%205+4614+H%C3%A4gendorf,website not accessible
M. Bobnar AG,Artikel im Shop,http://www.bobnar.ch/,tel:062 216 12 12,NA,"Industriestrasse Ost 9
4614 Hägendorf",https://www.google.com/maps/place/Industriestrasse%20Ost%209+4614+H%C3%A4gendorf,info@bobnar.ch
Carrosseriespritzwerk Grimm AG,Reparatur und Lackieren von Carrosserien,NA,tel:044 730 15 08,fax:044 730 89 19,"Bernstrasse 27
8952 Schlieren",https://www.google.com/maps/place/Bernstrasse%2027+8952+Schlieren,website not accessible
Boschung Küchen AG,Herstellung von Küchen- und Badzimmermöbeln (ohne Einbau),http://www.boschungag.ch/,tel:026 497 50 00,NA,"Bahnhofstrasse 37
3185 Schmitten FR",https://www.google.com/maps/place/Bahnhofstrasse%2037+3185+Schmitten%20FR,website not accessible
Neuschwander AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.paulneuschwander.ch/,tel:061 781 21 04,fax:061 781 24 06,"Industriestrasse 25
4227 Büsserach",https://www.google.com/maps/place/Industriestrasse%2025+4227+B%C3%BCsserach,info@neuschwander-ag.ch
Intrum AG,Inkassobüros und Auskunfteien,http://www.intrum.ch/,tel:044 806 53 94,fax:044 806 56 60,"Eschenstrasse 12
8603 Schwerzenbach",https://www.google.com/maps/place/Eschenstrasse%2012+8603+Schwerzenbach,inkasso.ch@intrum.com
Duee Home Design GmbH,Innenarchitektur und Raumgestaltung,http://www.duee.ch/,tel:062 788 60 62,NA,"Aeschwuhrstrasse 25
4665 Oftringen",https://www.google.com/maps/place/Aeschwuhrstrasse%2025+4665+Oftringen,website not accessible
AST Elektro Tüscher AG,Elektroinstallation,NA,tel:062 791 54 44,fax:062 791 54 43,"Alte Zofingerstrasse 99
4663 Aarburg",https://www.google.com/maps/place/Alte%20Zofingerstrasse%2099+4663+Aarburg,website not accessible
Segessenmann Immo GmbH,Werbeagenturen,http://www.seka.ch/,tel:033 335 33 51,NA,"Zelglistrasse 14 B
3608 Thun",https://www.google.com/maps/place/Zelglistrasse%2014%20B+3608+Thun,info@seka.ch
DINO POOL GmbH,Sonstiger Ausbau a. n. g.,http://www.dino-pool.ch/,tel:062 777 41 55,fax:062 777 41 56,"Wydestrasse 1
5734 Reinach AG",https://www.google.com/maps/place/Wydestrasse%201+5734+Reinach%20AG,website not accessible
Willy Dornbierer Transport AG,Güterbeförderung im Strassenverkehr,NA,tel:071 886 66 77,fax:071 886 66 79,"St. Annaschloss-Strasse 6a
9404 Rorschacherberg",https://www.google.com/maps/place/St.%20Annaschloss-Strasse%206a+9404+Rorschacherberg,website not accessible
Werkstätten des Blinden-Fürsorge-,Pflegeheime,http://www.bfvi.ch/,tel:041 349 89 89,NA,"Kantonsstrasse 2
6048 Horw",https://www.google.com/maps/place/Kantonsstrasse%202+6048+Horw,info@blickfeld-horw.ch
Rohrbach Küchen AG,"Einbau von Fenster, Türen und Innenausbau, Einbauküchen, Einbaumöbel",NA,tel:031 921 89 56,fax:031 921 67 85,"Scheunerweg 9
3063 Ittigen",https://www.google.com/maps/place/Scheunerweg%209+3063+Ittigen,website not accessible
Heinz Schmid,Sonstiger Fachdetailhandel a. n. g. (in Verkaufsräumen),NA,tel:091 857 66 63,NA,"in Arla 10
6528 Camorino",https://www.google.com/maps/place/in%20Arla%2010+6528+Camorino,website not accessible
Auto Sankt Gallen Thomas Kugler,"Handelsvermittlung und Grosshandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",http://www.autosanktgallen.ch/,tel:021 558 67 07,NA,"Zürcherstrasse 444
9015 St. Gallen",https://www.google.com/maps/place/Z%C3%BCrcherstrasse%20444+9015+St.%20Gallen,info@autosanktgallen.ch
HOF MANUFAKTUR Ducommun AG,lnstandhaltung und Reparatur von Automobilen,http://www.hofgarage.ch/,NA,NA,"Dammweg 4
5503 Schafisheim",https://www.google.com/maps/place/Dammweg%204+5503+Schafisheim,NA
Fankhauser Office GmbH,Reparatur von Datenverarbeitungsgeräten und peripheren Geräten,http://www.fbsg.ch/,tel:071 688 16 40,NA,"Hauptstrasse 9
8598 Bottighofen",https://www.google.com/maps/place/Hauptstrasse%209+8598+Bottighofen,info@fbsg.ch
CG AG,Reparatur und Lackieren von Carrosserien,NA,tel:032 653 25 52,fax:032 653 25 51,"Simplonstrasse 19
2540 Grenchen",https://www.google.com/maps/place/Simplonstrasse%2019+2540+Grenchen,website not accessible
Joe Frei,Detailhandel mit Getränken,NA,tel:044 500 75 79,NA,"Leopoldstrasse 15
6210 Sursee",https://www.google.com/maps/place/Leopoldstrasse%2015+6210+Sursee,website not accessible
Garage Meisel AG,lnstandhaltung und Reparatur von Automobilen,NA,tel:056 268 70 80,fax:056 268 70 86,"Hauptstrasse 47
5316 Leuggern",https://www.google.com/maps/place/Hauptstrasse%2047+5316+Leuggern,website not accessible
Trummer's Storen-+,Sonstige Bauinstallation,NA,tel:033 356 05 39,fax:033 356 04 39,"Bellevue 79
3664 Burgistein",https://www.google.com/maps/place/Bellevue%2079+3664+Burgistein,website not accessible
VC Immobilien GmbH,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,tel:062 216 23 65,NA,"Landhausstrasse 15
4663 Aarburg",https://www.google.com/maps/place/Landhausstrasse%2015+4663+Aarburg,website not accessible
slanzi malen gipsen ag,Malerei,http://www.slanzi.ch/,tel:041 675 10 60,NA,"Mühlemattli 10
6074 Giswil",https://www.google.com/maps/place/M%C3%BChlemattli%2010+6074+Giswil,meiringen@slanzi.ch
Glas Trösch Holding AG,Firmensitzaktivitäten von anderen Gesellschaften,https://www.glastroesch.ch/,tel:031 311 29 03,NA,"Stanserstrasse 97
6374 Buochs",https://www.google.com/maps/place/Stanserstrasse%2097+6374+Buochs,website not accessible
Rewag AG,Grosshandel mit Baustoffen,http://www.rewag.bz/,tel:044 869 35 08,fax:044 869 35 10,"Sandgrubenstrasse 34
8455 Rüdlingen",https://www.google.com/maps/place/Sandgrubenstrasse%2034+8455+R%C3%BCdlingen,info@rewag.bz
Andreas Hofstetter,"Detailhandel mit Vorhängen, Teppichen, Fussbodenbelägen und Tapeten",NA,tel:041 748 50 20,fax:041 748 50 15,"Alte Steinhauserstrasse 29
6330 Cham",https://www.google.com/maps/place/Alte%20Steinhauserstrasse%2029+6330+Cham,website not accessible
Krontal Erlebnis AG,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.krontalimmobilien.ch/,tel:034 461 14 28,NA,"Lützelflühstrasse 39
3415 Rüegsauschachen",https://www.google.com/maps/place/L%C3%BCtzelfl%C3%BChstrasse%2039+3415+R%C3%BCegsauschachen,info@krontalimmobilien.ch
Rhy Immobilien AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:071 757 11 22,fax:071 757 11 28,"Elsenackerstrasse 19
9450 Altstätten SG",https://www.google.com/maps/place/Elsenackerstrasse%2019+9450+Altst%C3%A4tten%20SG,website not accessible
H. Walti Untersiggenthal GmbH,Sonstige lngenieurbüros,NA,tel:056 282 40 16,fax:056 282 40 17,"Zelglistrasse 43
5417 Untersiggenthal",https://www.google.com/maps/place/Zelglistrasse%2043+5417+Untersiggenthal,website not accessible
Kambo AG,Herstellung von handgeführten Werkzeugen mit Motorantrieb,http://www.kambo.ch/,tel:032 666 38 00,fax:032 666 38 09,"Gewerbestrasse 10
4528 Zuchwil",https://www.google.com/maps/place/Gewerbestrasse%2010+4528+Zuchwil,info@kambo.ch
"Royal Garage,Müller",lnstandhaltung und Reparatur von Automobilen,NA,tel:061 311 63 26,NA,"Lehenmattstrasse 353
4052 Basel",https://www.google.com/maps/place/Lehenmattstrasse%20353+4052+Basel,website not accessible
Papeterie Elisabeth Hug,Detailhandel mit Schreibwaren und Bürobedarf,http://www.papeterie-hug.ch/,tel:061 693 36 07,NA,"Türkheimerstrasse 32
4055 Basel",https://www.google.com/maps/place/T%C3%BCrkheimerstrasse%2032+4055+Basel,website not accessible
Willi Cajochen,Architekturbüros,NA,tel:081 684 22 95,fax:081 684 21 78,"Veia Tect 5
7460 Savognin",https://www.google.com/maps/place/Veia%20Tect%205+7460+Savognin,website not accessible
MS Protect AG,Herstellung von sonstigen Metallwaren a. n. g.,http://www.msprotect.ch/,tel:071 948 70 70,fax:071 948 70 80,"Sägebachstrasse 2
9525 Lenggenwil",https://www.google.com/maps/place/S%C3%A4gebachstrasse%202+9525+Lenggenwil,website not accessible
logibau AG,Grosshandel mit Baustoffen,http://www.logibau.ch/,tel:056 675 76 76,fax:056 675 76 77,"Meierskappelstrasse 5
6403 Küssnacht am Rigi",https://www.google.com/maps/place/Meierskappelstrasse%205+6403+K%C3%BCssnacht%20am%20Rigi,info@logibau.ch
Strickler Reisen AG,Nicht-regelmässiger Personenbeförderung im Landverkehr,http://www.strickler-reisen.ch/,tel:041 756 07 66,fax:041 755 26 48,"Industriestrasse 7
6345 Neuheim",https://www.google.com/maps/place/Industriestrasse%207+6345+Neuheim,info@strickler-reisen.ch
Garage Gyr GmbH,lnstandhaltung und Reparatur von Automobilen,http://www.garage-gyr.ch/,tel:044 768 27 27,NA,"Niederfeldstrasse 10
8932 Mettmenstetten",https://www.google.com/maps/place/Niederfeldstrasse%2010+8932+Mettmenstetten,info@garage-gyr.ch
Lüthi Druck AG,Offsetdruck,NA,tel:062 961 44 77,fax:062 961 75 07,"Bodackerweg 4
3360 Herzogenbuchsee",https://www.google.com/maps/place/Bodackerweg%204+3360+Herzogenbuchsee,website not accessible
Rufra Garten GmbH,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://kindler-tiefbau.ch/,tel:056 442 31 31,fax:056 442 31 33,"Hintergasse 4
5213 Villnachern",https://www.google.com/maps/place/Hintergasse%204+5213+Villnachern,bad link
sun-collection GmbH,"Grosshandel mit Foto- und Kinogeräten, feinmechanischen und optischen Erzeugnissen",NA,tel:033 535 66 51,fax:033 535 73 22,"Brüggstrasse 7a
3634 Thierachern",https://www.google.com/maps/place/Br%C3%BCggstrasse%207a+3634+Thierachern,website not accessible
bp Tankstelle Mettlen,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Bürglenstrasse 1
9517 Mettlen",https://www.google.com/maps/place/B%C3%BCrglenstrasse%201+9517+Mettlen,website not accessible
P.S.I. Immobilien AG,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:031 311 26 44,fax:031 311 28 56,"Muesmattstrasse 38
3012 Bern",https://www.google.com/maps/place/Muesmattstrasse%2038+3012+Bern,website not accessible
JMG Electroménager Sàrl,Ausschreibungen,http://www.jmgelectromenager.ch/?utm_source=wirMarket&utm_medium=StoreLocator&utm_campaign=website,tel:021 634 82 85,NA,"Chemin de la Colice 2
1023 Crissier",https://www.google.com/maps/place/Chemin%20de%20la%20Colice%202+1023+Crissier,agrand@jmgelectromenager.ch
Druckerei Krebs AG,Offsetdruck,http://www.druckereikrebs.ch/,tel:061 272 97 23,fax:061 272 97 60,"Leimgrubenweg 9
4053 Basel",https://www.google.com/maps/place/Leimgrubenweg%209+4053+Basel,c.bott@druckereikrebs.ch
Egli Gartenbau AG Uster,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.egligartenbau.com/,tel:044 940 77 44,fax:044 940 77 45,"Aathalstrasse 12
8610 Uster",https://www.google.com/maps/place/Aathalstrasse%2012+8610+Uster,Faden_Volketswil_08-800x533@2x.jpg
Felix Neumaier,"Grosshandel mit keramischen Erzeugnissen, Glaswaren und Reinigungsmitteln",NA,tel:056 633 64 22,NA,"Birkenweg 5
5615 Fahrwangen",https://www.google.com/maps/place/Birkenweg%205+5615+Fahrwangen,website not accessible
Emil Albisser,Detailhandel mit Automobilteilen und -zubehör,NA,tel:062 291 17 35,NA,"Chrummacker 3
4658 Däniken SO",https://www.google.com/maps/place/Chrummacker%203+4658+D%C3%A4niken%20SO,website not accessible
"BJ, Beati Joseph Sàrl",Malerei und Gipserei ohne ausgeprägten Schwerpunkt,http://www.beatipeinture.ch/,tel:024 445 43 00,NA,"Avenue de la Gare 1
1422 Grandson",https://www.google.com/maps/place/Avenue%20de%20la%20Gare%201+1422+Grandson,website not accessible
Brägger Liftmontagen AG,Sonstige Bauinstallation,http://www.braegger-liftmontagen.ch/,tel:071 931 45 63,NA,"Feldheimstrasse 6
9602 Bazenheid",https://www.google.com/maps/place/Feldheimstrasse%206+9602+Bazenheid,info@braegger-liftmontagen.ch
MJ Immobilien AG,Vermietung und Verpachtung von eigenen oder geleasten Gebäuden und Wohnungen,NA,NA,NA,"Burgmatte 8
6208 Oberkirch LU",https://www.google.com/maps/place/Burgmatte%208+6208+Oberkirch%20LU,website not accessible
Zollinger AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.zollinger-bw.ch/,tel:056 268 62 63,fax:056 268 62 01,"Bünte 39
5306 Tegerfelden",https://www.google.com/maps/place/B%C3%BCnte%2039+5306+Tegerfelden,website not accessible
YACHTWERFT FAUL AG,Reparatur von Maschinen,http://www.faul.ch/,tel:044 727 90 00,fax:044 727 90 09,"Seestrasse 5
8810 Horgen",https://www.google.com/maps/place/Seestrasse%205+8810+Horgen,seedamm-marina@faul.ch
Fahrzeugbau Sturzenegger AG,"Herstellung von Karosserien, Aufbauten und Anhängern",NA,NA,NA,"Bangertenstrasse 869
3076 Worb",https://www.google.com/maps/place/Bangertenstrasse%20869+3076+Worb,website not accessible
Thomas Schnyder,Tätigkeit von Versicherungsmaklerinnen und -maklern,NA,tel:032 623 68 36,NA,"Obere Steingrubenstrasse 29
4500 Solothurn",https://www.google.com/maps/place/Obere%20Steingrubenstrasse%2029+4500+Solothurn,website not accessible
Marcel Begert,Grosshandel ohne ausgeprägten Schwerpunkt,NA,tel:031 747 82 28,NA,"Gartenweg 2
3179 Kriechenwil",https://www.google.com/maps/place/Gartenweg%202+3179+Kriechenwil,website not accessible
AUTO GSPONER AG,lnstandhaltung und Reparatur von Automobilen,http://www.autogsponer.ch/,tel:027 946 09 00,fax:027 946 09 01,"Kantonsstrasse 61
3930 Visp",https://www.google.com/maps/place/Kantonsstrasse%20%2061+3930+Visp,info@autogsponer.ch
Philipp Eberhard,Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage,NA,tel:044 821 74 70,NA,"Im Blatten 2
8600 Dübendorf",https://www.google.com/maps/place/Im%20Blatten%202+8600+D%C3%BCbendorf,website not accessible
Speiserestaurant Winzelnberg,Restaurants mit Beherbergungsangebot,http://www.winzelnberg.ch/,tel:071 477 11 63,fax:071 477 20 63,"Winzelnberg
9314 Steinebrunn",https://www.google.com/maps/place/Winzelnberg+9314+Steinebrunn,info@winzelnberg.ch
Ademi Armierungen GmbH,Sonstiger spezialisierter Hoch- und Tiefbau a. n. g.,http://www.ademi-armierungen.ch/,NA,NA,"Nationalstrasse 17
8280 Kreuzlingen",https://www.google.com/maps/place/Nationalstrasse%2017+8280+Kreuzlingen,info@ademi-armierungen.ch
Gundeli Carrosserie AG,Reparatur und Lackieren von Carrosserien,http://www.gundeliag.ch/,tel:061 711 44 35,fax:061 711 44 95,"Duggingerstrasse 18
4153 Reinach BL",https://www.google.com/maps/place/Duggingerstrasse%2018+4153+Reinach%20BL,info@gundeliag.ch
Bütikofer Gastro AG,"Diskotheken, Dancings, Night Clubs",NA,tel:052 369 03 69,NA,"In der Au 8
8547 Gachnang",https://www.google.com/maps/place/In%20der%20Au%208+8547+Gachnang,website not accessible
Schönegg-Garage AG,lnstandhaltung und Reparatur von Automobilen,http://www.schoenegg-garage.ch/,tel:033 655 30 10,fax:033 655 30 19,"Oberlandstrasse 54
3700 Spiez",https://www.google.com/maps/place/Oberlandstrasse%2054+3700+Spiez,info@schoenegg-garage.ch
gobek7 GmbH,Sonstiger Unterricht a. n. g.,http://www.gobek7.ch/,tel:079 475 10 53,NA,"Lindenstrasse 2
8134 Adliswil",https://www.google.com/maps/place/Lindenstrasse%202+8134+Adliswil,elisabeth@gobek7.ch
L.Mattle GmbH,Grosshandel ohne ausgeprägten Schwerpunkt,NA,tel:071 761 36 32,NA,"Wiesenstrasse 40
9463 Oberriet SG",https://www.google.com/maps/place/Wiesenstrasse%2040+9463+Oberriet%20SG,website not accessible
Odermatt Umwelttechnik AG,Herstellung von land- und forstwirtschaftlichen Maschinen,http://www.odrag.ch/,tel:071 951 80 50,fax:071 951 80 51,"Ergetenstrassse 1
9203 Niederwil SG",https://www.google.com/maps/place/Ergetenstrassse%201+9203+Niederwil%20SG,info@pingag.ch
Schriber AG Rothenburg,Schreinerarbeiten im Innenausbau,http://www.schriberag.ch/,tel:041 280 25 55,fax:041 280 29 55,"Buzibachstrasse 6
6023 Rothenburg",https://www.google.com/maps/place/Buzibachstrasse%206+6023+Rothenburg,info@schriberag.ch
Fäs Installationen AG,Sanitärinstallation und Spenglerei,http://www.faesinstallationen.ch/,NA,NA,"Bernerstrasse Nord 210
8064 Zürich",https://www.google.com/maps/place/Bernerstrasse%20Nord%20210+8064+Z%C3%BCrich,info@faesinstallationen.ch
Restaurant Dörfli,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",NA,tel:062 794 10 27,NA,"Bernstrasse 132
4852 Rothrist",https://www.google.com/maps/place/Bernstrasse%20132+4852+Rothrist,website not accessible
Soc. simple Châtel-St-Denis,Leitungsgebundene Telekommunikation,NA,tel:021 701 45 10,fax:021 701 45 09,"Chemin de Sainte-Croix 12C
1807 Blonay",https://www.google.com/maps/place/Chemin%20de%20Sainte-Croix%2012C+1807+Blonay,website not accessible
Thomas Von Känel,Sonstiger spezialisierter Hoch- und Tiefbau a. n. g.,NA,tel:033 676 28 10,fax:033 676 38 10,"Ob.Allmi
3713 Reichenbach im Kandertal",https://www.google.com/maps/place/Ob.Allmi+3713+Reichenbach%20im%20Kandertal,website not accessible
