company_name,industry,website,telephone,fax,address,address_maplink,email
TENNISHALLE BURGDORF AG,Erbringung von sonstigen Dienstleistungen des Sports,http://www.tennishalleburgdorf.ch/,tel:034 422 73 11,fax:034 423 05 10,"Zähringerstrasse 39
3400 Burgdorf",https://www.google.com/maps/place/Z%C3%A4hringerstrasse%2039+3400+Burgdorf,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com
Gastro PLUS AG,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.gastro-plus-ag.ch/,tel:041 490 05 25,,"Kommetsrüti 24
6110 Wolhusen",https://www.google.com/maps/place/Kommetsr%C3%BCti%2024+6110+Wolhusen,info@gastroplus.ch
Burri-Moden,Detailhandel mit Bekleidungszubehör und Bekleidung ohne ausgeprägten Schwerpunkt,,,,"Rigistrasse 9
8330 Pfäffikon ZH",https://www.google.com/maps/place/Rigistrasse%209+8330+Pf%C3%A4ffikon%20ZH,website not accessible
LesNez GmbH,Herstellung von Körperpflegemitteln und Duftstoffen,http://lesnez.com/,,,"Schattengasse 5
5313 Klingnau",https://www.google.com/maps/place/Schattengasse%205+5313+Klingnau,
Hans Gassler AG,Oberflächenveredlung und Wärmebehandlung,http://www.gassler.ch/,tel:062 858 80 10,fax:062 858 80 19,"Güterstrasse 6
5014 Gretzenbach",https://www.google.com/maps/place/G%C3%BCterstrasse%206+5014+Gretzenbach,
Ancotech AG,Herstellung von Metallkonstruktionen,http://www.ancotech.ch/,tel:044 854 72 22,fax:044 854 72 29,"Industriestrasse 3
8157 Dielsdorf",https://www.google.com/maps/place/Industriestrasse%203+8157+Dielsdorf,
WDImmo GmbH,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",,tel:044 269 64 00,,"Universitätstrasse 65
8006 Zürich",https://www.google.com/maps/place/Universit%C3%A4tstrasse%2065+8006+Z%C3%BCrich,website not accessible
Paul Räber-Schneider,Güterbeförderung im Strassenverkehr,,tel:062 965 33 63,,"Lindenweg 2
4934 Madiswil",https://www.google.com/maps/place/Lindenweg%202+4934+Madiswil,website not accessible
Noser-Inox AG,Herstellung von sonstigen Metallwaren a. n. g.,http://www.noser-inox.com/,tel:056 496 45 12,fax:056 496 58 66,"Badenerstrasse 18
5452 Oberrohrdorf",https://www.google.com/maps/place/Badenerstrasse%2018+5452+Oberrohrdorf,info@noser-inox.com
KMU Nachfolgezentrum AG,Unternehmensberatung,http://www.kmu-nachfolgezentrum.ch/,tel:041 810 26 13,,"Herrengasse 34
6430 Schwyz",https://www.google.com/maps/place/Herrengasse%2034+6430+Schwyz,kazi@kmu-nachfolgezentrum.ch
Ristorante Giardino Sorengo,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.ristorantegiardinosorengo.ch/,tel:091 994 61 25,fax:091 994 34 24,"via Ponte Tresa 28
6924 Sorengo",https://www.google.com/maps/place/via%20Ponte%20Tresa%2028+6924+Sorengo,giardinosorengo@gmail.com
Truperim GmbH,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",,tel:062 723 75 24,fax:062 723 75 44,"Leubachweg 6
5035 Unterentfelden",https://www.google.com/maps/place/Leubachweg%206+5035+Unterentfelden,website not accessible
Atoba AG,Entwicklung von Bauprojekten,http://www.hrbadertscher.ch/,tel:031 922 17 46,fax:031 918 03 47,"Talmoosstrasse 50
3063 Ittigen",https://www.google.com/maps/place/Talmoosstrasse%2050+3063+Ittigen,
Elektro Wyden AG,Elektroinstallation,,tel:027 923 82 59,fax:027 924 32 59,"Sandstrasse 40
3904 Naters",https://www.google.com/maps/place/Sandstrasse%2040+3904+Naters,website not accessible
Aare Touring Garage AG,lnstandhaltung und Reparatur von Automobilen,,tel:062 834 44 88,fax:062 834 44 89,"Erlinsbacherstrasse 3
5000 Aarau",https://www.google.com/maps/place/Erlinsbacherstrasse%203+5000+Aarau,website not accessible
Garage Otto Meier AG,lnstandhaltung und Reparatur von Automobilen,,tel:052 318 17 22,fax:052 318 22 08,"Andelfingerstrasse 16
8416 Flaach",https://www.google.com/maps/place/Andelfingerstrasse%2016+8416+Flaach,website not accessible
GM-Möbel AG,Detailhandel mit Möbeln,http://www.gm-moebel.ch/,tel:041 429 30 60,,"Luzernerstrasse 64
6030 Ebikon",https://www.google.com/maps/place/Luzernerstrasse%2064+6030+Ebikon,info-ebikon@traum-werk.ch
GESER FAHRZEUGBAU AG,Herstellung von Automobilen und Automobilmotoren,http://www.geser-fahrzeugbau.ch/,tel:041 259 13 13,fax:041 259 13 10,"Stationsstrasse 88
6023 Rothenburg",https://www.google.com/maps/place/Stationsstrasse%2088+6023+Rothenburg,bad link
JFAG Immobilien AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.ifag-immobilien.ch/,tel:026 493 45 20,,"Velgaweg 15
3186 Düdingen",https://www.google.com/maps/place/Velgaweg%2015+3186+D%C3%BCdingen,website not accessible
LGSservices Gisiger,Installation von Maschinen und Ausrüstungen a. n. g.,,,,"Bielstrasse 16
2560 Nidau",https://www.google.com/maps/place/Bielstrasse%2016+2560+Nidau,website not accessible
Sanare Heizungs AG,"lnstallation von Heizungs-, Lüftungs- und Klimaanlagen",http://www.sanare.ch/,tel:032 373 64 66,fax:032 373 64 20,"Industriestrasse 37c
2555 Brügg BE",https://www.google.com/maps/place/Industriestrasse%2037c+2555+Br%C3%BCgg%20BE,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Signer Gartenpflege,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,,,,"Salbeiweg 8
5722 Gränichen",https://www.google.com/maps/place/Salbeiweg%208+5722+Gr%C3%A4nichen,website not accessible
bp Tankstelle Bürglen,Detailhandel mit Motorenkraftstoffen (Tankstellen),,,,"Sulgerstrasse 14
8575 Bürglen TG",https://www.google.com/maps/place/Sulgerstrasse%2014+8575+B%C3%BCrglen%20TG,website not accessible
ThurHolz GmbH,"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten",,tel:071 633 26 86,fax:071 633 26 90,"Dorfstrasse 29
9215 Buhwil",https://www.google.com/maps/place/Dorfstrasse%2029+9215+Buhwil,website not accessible
M. Ullmann,Malerei,,tel:071 840 03 30,fax:071 840 03 31,"Mariabergstrasse 30
9400 Rorschach",https://www.google.com/maps/place/Mariabergstrasse%2030+9400+Rorschach,website not accessible
Isogips Nüssler GmbH,"Anbringen von Stuckaturen, Gipserei und Verputzerei",,tel:081 630 21 41,fax:081 630 21 42,"Quadra 1
7403 Rhäzüns",https://www.google.com/maps/place/Quadra%201+7403+Rh%C3%A4z%C3%BCns,website not accessible
