company_name,industry,website,telephone,fax,address,address_maplink,email
Daniel Luder AG,lnstandhaltung und Reparatur von Automobilen,http://www.danielluderag.ch/,tel:034 413 00 66,fax:034 413 00 20,"Zürich-Bernstrasse 58
3429 Höchstetten",https://www.google.com/maps/place/Z%C3%BCrich-Bernstrasse%2058+3429+H%C3%B6chstetten,info@danielluderag.ch
Züger Haushaltgeräte,Detailhandel mit elektrischen Haushaltsgeräten,http://www.zuegerhome.ch/,tel:044 950 59 55,fax:044 950 59 51,"Ziegelhüttenstrasse 10
8335 Hittnau",https://www.google.com/maps/place/Ziegelh%C3%BCttenstrasse%2010+8335+Hittnau,info@zuegerhome.ch
Eiger Diamant AG,Grosshandel mit Werkzeugmaschinen,http://www.eigerdiamant.ch/,tel:079 622 33 99,,"Grossackerweg 24
3274 Merzligen",https://www.google.com/maps/place/Grossackerweg%2024+3274+Merzligen,m.plant@eigerdiamant.ch
Kino Apollo,Kinos,,tel:032 384 11 35,fax:032 384 11 30,"Bielstrasse 27
3250 Lyss",https://www.google.com/maps/place/Bielstrasse%2027+3250+Lyss,website not accessible
René Meier,"Advokatur-, Notariatsbüros",,tel:056 622 39 16,fax:056 622 39 54,"Wehrlistrasse 24
5610 Wohlen AG",https://www.google.com/maps/place/Wehrlistrasse%2024+5610+Wohlen%20AG,website not accessible
Actilog GmbH,Güterbeförderung im Strassenverkehr,,,,"Industriestrasse 11
4222 Zwingen",https://www.google.com/maps/place/Industriestrasse%2011+4222+Zwingen,website not accessible
Camping-concept GmbH,Erbringung sonstiger Reservierungsdienstleistungen,,tel:052 644 22 44,,"Burst 2
8864 Reichenburg",https://www.google.com/maps/place/Burst%202+8864+Reichenburg,website not accessible
Allzone AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",,tel:041 760 01 21,,"Allmendstrasse 2
8105 Regensdorf",https://www.google.com/maps/place/Allmendstrasse%202+8105+Regensdorf,website not accessible
Stäuber AG,Sanitärinstallation und Spenglerei,,tel:056 249 15 25,,"Baslerstrasse 36
5330 Bad Zurzach",https://www.google.com/maps/place/Baslerstrasse%2036+5330+Bad%20Zurzach,website not accessible
Elektro beider Basel GmbH,Elektroinstallation,,,,"Güterstrasse 219
4053 Basel",https://www.google.com/maps/place/G%C3%BCterstrasse%20219+4053+Basel,website not accessible
Joho Motosport AG,Ausschreibungen,http://www.joho-motosport.ch/,tel:056 633 09 33,fax:056 633 09 15,"Oberebene 11
5620 Bremgarten AG",https://www.google.com/maps/place/Oberebene%2011+5620+Bremgarten%20AG,
L. Fahrni Autospritzwerk,Reparatur und Lackieren von Carrosserien,,tel:062 849 56 63,,"Unterdorfstrasse 67
4658 Däniken SO",https://www.google.com/maps/place/Unterdorfstrasse%2067+4658+D%C3%A4niken%20SO,website not accessible
LBTE GmbH,Herstellung von Ausbauelementen aus Metall,http://www.lbte.ch/,tel:041 980 41 22,,"Büntenstrasse 13
6218 Ettiswil",https://www.google.com/maps/place/B%C3%BCntenstrasse%2013+6218+Ettiswil,
Rätz Plättli,Verlegen von Fliesen und Platten,http://www.raetz-plaettli.ch/,tel:032 675 65 82,fax:032 675 65 21,"Derendingenstrasse 20
4563 Gerlafingen",https://www.google.com/maps/place/Derendingenstrasse%2020+4563+Gerlafingen,website not accessible
Qualyth Handels GmbH,Grosshandel mit chemischen Erzeugnissen,http://www.qualyth.ch/,tel:062 758 54 88,fax:062 758 54 87,"Pfaffnauerstrasse 6
6260 Reiden",https://www.google.com/maps/place/Pfaffnauerstrasse%206+6260+Reiden,bad link
Toma Holz AG,"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten",http://www.toma-holz.ch/,tel:041 929 69 69,fax:041 929 69 60,"Gewerbezone 60
6018 Buttisholz",https://www.google.com/maps/place/Gewerbezone%2060+6018+Buttisholz,
4ME Solutions Provider di Paolo,Unternehmensberatung,,tel:091 220 16 00,,"Ri di Nüs 10
6652 Tegna",https://www.google.com/maps/place/Ri%20di%20N%C3%BCs%2010+6652+Tegna,website not accessible
Halag Spedition AG,Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.,http://www.halag.ch/,tel:071 747 44 44,fax:071 747 44 54,"Industriestrasse 9
9430 St. Margrethen SG",https://www.google.com/maps/place/Industriestrasse%20%209+9430+St.%20Margrethen%20SG,wolfurt@halag.ch
wyss-jenni GmbH,Tätigkeit von Versicherungsmaklerinnen und -maklern,,,fax:041 920 23 86,"Zellmatte 3b
6214 Schenkon",https://www.google.com/maps/place/Zellmatte%203b+6214+Schenkon,website not accessible
Certus Bau GmbH,Malerei,,tel:061 515 66 09,,"Elisabethenanlage 25
4051 Basel",https://www.google.com/maps/place/Elisabethenanlage%2025+4051+Basel,website not accessible
Queen's Beauty World AG,Kosmetiksalons,http://www.queens-beauty.com/,tel:031 521 71 71,,"Neuengasse 25
3011 Bern",https://www.google.com/maps/place/Neuengasse%2025+3011+Bern,0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com
Standart.ch GmbH,Sonstige technische Beratung und Planung,http://www.msbh.ch/,tel:056 622 58 09,,"Zentralstrasse 19
5610 Wohlen AG",https://www.google.com/maps/place/Zentralstrasse%2019+5610+Wohlen%20AG,info@msbh.ch
Bremag AG,Verlegen von Fliesen und Platten,http://www.bremag-platten.ch/,tel:071 260 13 25,,"Parkstrasse 14
9000 St. Gallen",https://www.google.com/maps/place/Parkstrasse%2014+9000+St.%20Gallen,info@bremag-platten.ch
Werner + Barbara Rufer,Detailhandel mit Fleisch und Fleischwaren,http://www.catering-metzg.ch/,tel:062 721 13 88,fax:062 721 13 43,"Hauptstrasse 206
5044 Schlossrued",https://www.google.com/maps/place/Hauptstrasse%20206+5044+Schlossrued,info@catering-metzg.ch
G.Henauers Sohn AG,"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz",,tel:044 861 17 88,fax:044 860 37 80,"Hofstrasse 9
8181 Höri",https://www.google.com/maps/place/Hofstrasse%209+8181+H%C3%B6ri,website not accessible
Urs Schmid AG Landmaschinen,Grosshandel mit landwirtschaftlichen Maschinen und Geräten,,tel:041 250 88 44,,"Schrotmättli 10
6014 Luzern",https://www.google.com/maps/place/Schrotm%C3%A4ttli%2010+6014+Luzern,website not accessible
GIRO Gastro GmbH,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.dieci.ch/de/restaurant-zuerich-zoo,tel:044 251 28 53,,"Zürichbergstrasse 231
8044 Zürich",https://www.google.com/maps/place/Z%C3%BCrichbergstrasse%20231+8044+Z%C3%BCrich,zoo%40dieci.ch
Felix Odermatt GmbH,"Detailhandel mit Vorhängen, Teppichen, Fussbodenbelägen und Tapeten",https://www.felixodermatt.ch/,tel:041 610 13 87,,"Schmiedgasse 47
6370 Stans",https://www.google.com/maps/place/Schmiedgasse%2047+6370+Stans,
Manfred Boksberger,Grosshandel mit sonstigen Büromaschinen und -einrichtungen,,tel:022 366 03 39,fax:022 360 03 39,"ch.du Rucher 5
1272 Genolier",https://www.google.com/maps/place/ch.du%20Rucher%205+1272+Genolier,website not accessible
Kontrast Malerei + Gipserei AG,Malerei,http://www.kontrastag.ch/,tel:034 445 59 68,,"Solothurnstrasse 52a
3303 Jegenstorf",https://www.google.com/maps/place/Solothurnstrasse%2052a+3303+Jegenstorf,info@kontrastag.ch
afeno GmbH,"Einbau von Fenster, Türen und Innenausbau, Einbauküchen, Einbaumöbel",http://www.afeno.ch/,tel:062 754 04 38,,"Birchmatte 7
6265 Roggliswil",https://www.google.com/maps/place/Birchmatte%207+6265+Roggliswil,info@afeno.ch
Ruedi Rüssel Tankstelle,Detailhandel mit Motorenkraftstoffen (Tankstellen),,,,"Hauptstrasse 4
3917 Kippel",https://www.google.com/maps/place/Hauptstrasse%204+3917+Kippel,website not accessible
Scheiweiler Garagen AG,lnstandhaltung und Reparatur von Automobilen,http://www.scheiweiler.ch/,tel:044 787 44 00,fax:044 784 94 92,"Allenwindenstrasse 10
8832 Wollerau",https://www.google.com/maps/place/Allenwindenstrasse%2010+8832+Wollerau,info@scheiweiler.ch
Restaurant Sonnenberg,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.sunneberg.ch/,tel:071 311 17 44,fax:071 311 17 44,"Sonnenbergstrasse 104
9030 Abtwil SG",https://www.google.com/maps/place/Sonnenbergstrasse%20104+9030+Abtwil%20SG,info@sunneberg.ch
"Feldgarage,Erwin Zahner",lnstandhaltung und Reparatur von Automobilen,,tel:055 615 14 54,fax:055 615 33 44,"Biltnerstrasse 39
8718 Schänis",https://www.google.com/maps/place/Biltnerstrasse%2039+8718+Sch%C3%A4nis,website not accessible
Garage O.Cina,lnstandhaltung und Reparatur von Automobilen,,,,"Gemmistrasse 25
3970 Salgesch",https://www.google.com/maps/place/Gemmistrasse%2025+3970+Salgesch,website not accessible
Licht & Concept AG,Grosshandel mit elektrischen Haushaltsgeräten,http://www.lichtconcept.ch/,tel:071 951 06 15,fax:071 951 06 01,"Bahnhofstrasse 111b
9240 Uzwil",https://www.google.com/maps/place/Bahnhofstrasse%20111b+9240+Uzwil,bad link
Beat Dubach Treuhand GmbH,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,http://www.treuhand-dubach.ch/,tel:033 345 95 50,,"Schulstrasse 27
3604 Thun",https://www.google.com/maps/place/Schulstrasse%2027+3604+Thun,info@treuhand-dubach.ch
A.Ungricht Söhne Gartenbau AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,,tel:044 740 82 42,fax:044 740 80 86,"Bergstrasse 38
8953 Dietikon",https://www.google.com/maps/place/Bergstrasse%2038+8953+Dietikon,website not accessible
PFR Immobilien GmbH,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",,tel:079 833 51 08,,"Schönfelsstrasse 3
8835 Feusisberg",https://www.google.com/maps/place/Sch%C3%B6nfelsstrasse%203+8835+Feusisberg,website not accessible
"Toni Durrer,Treuhand",Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,,tel:041 660 34 70,fax:041 660 43 89,"Hofstrasse 20
6064 Kerns",https://www.google.com/maps/place/Hofstrasse%2020+6064+Kerns,website not accessible
Asgal Informatik Gall GmbH,Programmierungstätigkeiten,http://www.asgal.ch/,tel:081 710 20 30,fax:081 710 20 31,"Fürschtweg 20
8880 Walenstadt",https://www.google.com/maps/place/F%C3%BCrschtweg%2020+8880+Walenstadt,info@asgal.ch
Bernard Frei et Cie S.A.,Grosshandel mit landwirtschaftlichen Maschinen und Geräten,http://www.bernardfrei.ch/,tel:032 867 20 20,,"rue des Mouluns Fleurier 22
2114 Fleurier",https://www.google.com/maps/place/rue%20des%20Mouluns%20Fleurier%2022+2114+Fleurier,info@bernardfrei.ch
HJ. Aeschbacher AG,Sanitär- und Heizungsinstallation,http://www.aeag.ch/,tel:031 754 55 55,fax:031 754 55 50,"Murtenstrasse 10
3203 Mühleberg",https://www.google.com/maps/place/Murtenstrasse%2010+3203+M%C3%BChleberg,bad link
Levo Batterien AG,Herstellung von Batterien und Akkumulatoren,http://www.levobatterien.com/,tel:052 720 66 17,fax:052 720 66 16,"Rheinstrasse 49
8500 Frauenfeld",https://www.google.com/maps/place/Rheinstrasse%2049+8500+Frauenfeld,
Müggler + Co Dach + Wand,Dachdeckerei,http://www.mueggler-dachwand.ch/,tel:071 888 33 66,fax:071 888 33 67,"Rheineckerstrasse 17
9425 Thal",https://www.google.com/maps/place/Rheineckerstrasse%2017+9425+Thal,luetolf-9f8a58528db2c8cgce878028e630de6b@2x.jpg
Gastro Brodard GmbH,Verwaltung von Restaurantssbetrieben,http://www.gastrobrodard.ch/,tel:032 682 44 35,,"Narzissenweg 8
4552 Derendingen",https://www.google.com/maps/place/Narzissenweg%208+4552+Derendingen,
Regalino AG,Detailhandel mit Einrichtungsgegenständen und Hausrat a. n. g.,http://www.regalino.ch/,tel:062 922 05 77,fax:062 923 43 09,"Marktgasse 28
4900 Langenthal",https://www.google.com/maps/place/Marktgasse%2028+4900+Langenthal,shop@regalino.ch
BP2M HOLDING SA,Andere Holdinggesellschaften,http://www.bp2m.com/fr/,tel:022 552 11 50,,"La Pièce 5
1180 Rolle",https://www.google.com/maps/place/La%20Pi%C3%A8ce%205+1180+Rolle,bad link
Garzoni SA,Aktivitäten der Generalunternehmen im Baugewerbe,http://www.garzoni.com/,tel:091 966 47 21,fax:091 966 27 34,"via Besso 23a
6900 Lugano",https://www.google.com/maps/place/via%20Besso%2023a+6900+Lugano,website not accessible
Curau AG,"Dämmung gegen Kälte, Wärme, Schall und Erschütterung",http://www.curau.ch/,tel:062 751 81 83,fax:062 751 81 84,"Areal Bleiche West 24
4800 Zofingen",https://www.google.com/maps/place/Areal%20Bleiche%20West%2024+4800+Zofingen,
Sport Auto Staub AG,lnstandhaltung und Reparatur von Automobilen,http://www.sport-auto-staub.com/,tel:041 455 00 00,fax:041 455 00 05,"Reussstrasse 2
6038 Gisikon",https://www.google.com/maps/place/Reussstrasse%202+6038+Gisikon,office@sport-auto-staub.com
Mac Nr.1 GmbH,"Detailhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software",http://www.macnr1.ch/,tel:044 701 13 10,,"Hinderweidstrasse 13
8907 Wettswil",https://www.google.com/maps/place/Hinderweidstrasse%2013+8907+Wettswil,
Schreinerei Neukom,"Einbau von Fenster, Türen und Innenausbau, Einbauküchen, Einbaumöbel",,tel:044 869 11 30,fax:044 869 22 11,"Christegässli 7
8197 Rafz",https://www.google.com/maps/place/Christeg%C3%A4ssli%207+8197+Rafz,website not accessible
Swiss Indoors AG,Erbringung von sonstigen Dienstleistungen des Sports,http://www.swissindoorsbasel.ch/,tel:061 485 95 95,fax:061 485 95 96,"Bettenstrasse 73
4123 Allschwil",https://www.google.com/maps/place/Bettenstrasse%2073+4123+Allschwil,4169e869-924f645a@172w.webp
Blueme Kari AG,Detailhandel mit Blumen und Pflanzen,http://www.bluemekari.ch/,tel:056 441 16 45,,"Windlischachen 4
5200 Brugg AG",https://www.google.com/maps/place/Windlischachen%204+5200+Brugg%20AG,seon@bluemekari.ch
Ralph Götschi Handelsbetrieb,"Grosshandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung",http://www.goetschi-handel.ch/,tel:061 903 08 07,fax:061 903 08 09,"Obere Hofackerstrasse 22
4414 Füllinsdorf",https://www.google.com/maps/place/Obere%20Hofackerstrasse%2022+4414+F%C3%BCllinsdorf,info@goetschi-handel.ch
GNP AG,Grosshandel ohne ausgeprägten Schwerpunkt,,tel:055 643 11 42,,"Hauptstrasse 60
8775 Luchsingen",https://www.google.com/maps/place/Hauptstrasse%20%2060+8775+Luchsingen,website not accessible
CassinaTech SA,Schreinerarbeiten im Innenausbau,http://www.cassinatech.ch/,tel:091 759 75 50,fax:091 759 75 55,"Via Rongia 18
6616 Losone",https://www.google.com/maps/place/Via%20Rongia%2018+6616+Losone,info@cassinatech.ch
Camping Sur En,Artikel im Shop,http://www.sur-en.ch/,tel:081 866 35 44,,"Sur En
7554 Sent",https://www.google.com/maps/place/Sur%20En+7554+Sent,bad link
Maler Crivellotto AG,Malerei,,tel:041 970 23 26,fax:041 970 03 93,"Bahnhofplatz 6
6130 Willisau",https://www.google.com/maps/place/Bahnhofplatz%206+6130+Willisau,website not accessible
Karl Weil AG,Verlegen von Fliesen und Platten,http://www.weil-plattenleger.ch/,tel:071 385 44 35,fax:071 385 40 03,"Langfeldstrasse 5
9200 Gossau SG",https://www.google.com/maps/place/Langfeldstrasse%205+9200+Gossau%20SG,info@weil-plattenleger.ch
Carrelage Pinto YM Sàrl,Verlegen von Fliesen und Platten,,tel:026 400 03 92,,"Allée du Château 6
1752 Villars-sur-Glâne",https://www.google.com/maps/place/All%C3%A9e%20du%20Ch%C3%A2teau%206+1752+Villars-sur-Gl%C3%A2ne,website not accessible
Publistar AG,Detailhandel mit Geschenkartikeln und Souvenirs,,tel:081 303 57 04,fax:081 303 57 05,"Elestastrasse 6
7310 Bad Ragaz",https://www.google.com/maps/place/Elestastrasse%206+7310+Bad%20Ragaz,website not accessible
Miniprix Tankstelle,Detailhandel mit Motorenkraftstoffen (Tankstellen),,,,"Bernstrasse 5
2560 Nidau",https://www.google.com/maps/place/Bernstrasse%205+2560+Nidau,website not accessible
Frey Peter GmbH,Detailhandel mit Uhren und Schmuck,http://www.freyoptik.ch/,tel:062 871 71 77,,"Hauptstrasse 45
5070 Frick",https://www.google.com/maps/place/Hauptstrasse%2045+5070+Frick,bad link
Radio Fiume Ticino SA,Radioveranstalter,http://www.radioticino.com/,tel:091 756 15 85,fax:091 756 15 87,"Palagiovani via Varenna 18
6600 Locarno",https://www.google.com/maps/place/Palagiovani%20via%20Varenna%2018+6600+Locarno,info@radioticino.com
Frigonorm AG,"lnstallation von Heizungs-, Lüftungs- und Klimaanlagen",http://www.frigonorm.ch/,tel:031 926 12 01,fax:031 926 12 41,"Rosshäusernstrasse 20
3020 Bern",https://www.google.com/maps/place/Rossh%C3%A4usernstrasse%2020+3020+Bern,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com
Enpico Unternehmungen AG,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",,,,"Im Langacker 22
5405 Dättwil AG",https://www.google.com/maps/place/Im%20Langacker%2022+5405+D%C3%A4ttwil%20AG,website not accessible
Holzbau Rüedi AG,"Holzbau, Zimmerei",http://www.holzbau-ruedi.ch/,tel:031 754 51 51,fax:031 754 51 50,"Alte Bernstrasse 20
3205 Gümmenen",https://www.google.com/maps/place/Alte%20Bernstrasse%2020+3205+G%C3%BCmmenen,QSgvJy4BKS4tOyMgNGwzNCQlKG8iKQ@nospam
ALRO Immobilien AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.alroag.ch/,tel:071 787 31 60,fax:071 787 30 25,"Gaiserstrasse 30
9050 Appenzell",https://www.google.com/maps/place/Gaiserstrasse%2030+9050+Appenzell,bad link
Touring-Garage A.+ F.Schweizer,lnstandhaltung und Reparatur von Automobilen,,tel:061 951 10 73,fax:061 951 10 66,"Hauptstrasse 35
4434 Hölstein",https://www.google.com/maps/place/Hauptstrasse%2035+4434+H%C3%B6lstein,website not accessible
RT Beteiligungs AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.rtag.ch/,tel:071 757 11 20,fax:071 757 11 29,"Im Park, Elsenackerstr. 19
9450 Altstätten SG","https://www.google.com/maps/place/Im%20Park,%20Elsenackerstr.%2019+9450+Altst%C3%A4tten%20SG",
Vepochemie AG,"Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln",http://www.vepo.ch/,tel:043 466 10 60,fax:043 466 10 66,"Schleetalstrasse 15
8143 Stallikon",https://www.google.com/maps/place/Schleetalstrasse%20%2015+8143+Stallikon,info@vepo.ch
Bistro Steig,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",,tel:071 351 79 40,fax:071 351 79 41,"Industriestrasse 28
9100 Herisau",https://www.google.com/maps/place/Industriestrasse%2028+9100+Herisau,website not accessible
Rita Baldinger Landhausmöbel,Artikel im Shop,http://www.moebel-tische.ch/,tel:056 245 43 27,fax:056 245 65 60,"Chilchmattring 10
5316 Leuggern",https://www.google.com/maps/place/Chilchmattring%2010+5316+Leuggern,antik@pop.agri.ch
Näf AG,"Grosshandel mit Möbeln, Teppichen, Lampen und Leuchten",http://www.moebel-naef.ch/,tel:041 630 34 22,,"Seestrasse 2
6052 Hergiswil NW",https://www.google.com/maps/place/Seestrasse%202+6052+Hergiswil%20NW,storen@naef.swiss
Enjoy Immobilien GmbH,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",,,,"St. Alban-Vorstadt 106
4052 Basel",https://www.google.com/maps/place/St.%20Alban-Vorstadt%20106+4052+Basel,website not accessible
A&O Gipser AG,"Anbringen von Stuckaturen, Gipserei und Verputzerei",http://www.ao-gipser.ch/,tel:041 660 33 80,fax:041 660 31 53,"Brünigstrasse 144
6060 Sarnen",https://www.google.com/maps/place/Br%C3%BCnigstrasse%20144+6060+Sarnen,website not accessible
DIAVOLO PIZZERIA-KURIER,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",,tel:055 410 51 50,,"Rebstockstrasse 1
8808 Pfäffikon SZ",https://www.google.com/maps/place/Rebstockstrasse%201+8808+Pf%C3%A4ffikon%20SZ,website not accessible
Beat Sport AG,Detailhandel mit Sportartikeln,http://www.beat-sport.ch/,tel:081 756 70 50,,"Churerstrasse 175
9470 Buchs SG",https://www.google.com/maps/place/Churerstrasse%20175+9470+Buchs%20SG,
Tschudin AG,Schreinerarbeiten im Innenausbau,http://www.tschudinag.ch/,tel:061 337 93 33,fax:061 337 93 35,"Grellingerstrasse 40
4052 Basel",https://www.google.com/maps/place/Grellingerstrasse%2040+4052+Basel,info@tschudinag.ch
BENTO Immobilien AG,Bewertungen,http://www.bento.ch/,tel:044 744 25 50,,"Mythenstrasse 4
5430 Wettingen",https://www.google.com/maps/place/Mythenstrasse%204+5430+Wettingen,bad link
Franz Wessling AG,Malerei,,tel:061 701 49 41,,"Gempenstrasse 38
4143 Dornach",https://www.google.com/maps/place/Gempenstrasse%2038+4143+Dornach,website not accessible
Rey Herrenmode,Detailhandel mit Herrenbekleidung,http://www.reymode.ch/,tel:043 322 88 64,fax:043 322 88 64,"Mühlebergstrasse 6
8910 Affoltern am Albis",https://www.google.com/maps/place/M%C3%BChlebergstrasse%206+8910+Affoltern%20am%20Albis,website not accessible
"IQ System Sol, Paul Clavien","lnstallation von Heizungs-, Lüftungs- und Klimaanlagen",http://iqsystemsol.ch/,tel:079 944 51 57,,"Praparadit 4
3974 Mollens VS",https://www.google.com/maps/place/Praparadit%204+3974+Mollens%20VS,
Transval Sagl,Grosshandel mit Fleisch und Fleischwaren,,,,"Via del Sole 66
6645 Brione sopra Minusio",https://www.google.com/maps/place/Via%20del%20Sole%2066+6645+Brione%20sopra%20Minusio,website not accessible
Aarebad Muri bei Bern Seav,Detailhandel mit Zeitschriften und Zeitungen; Kioske,,,,"Haldenweg 8
3074 Muri b. Bern",https://www.google.com/maps/place/Haldenweg%208+3074+Muri%20b.%20Bern,website not accessible
Graka B + V GmbH,Aktivitäten der Generalunternehmen im Baugewerbe,,,,"Roosweidstrasse 8
8832 Wollerau",https://www.google.com/maps/place/Roosweidstrasse%208+8832+Wollerau,website not accessible
Fritz Keller,Detailhandel mit Fleisch und Fleischwaren,,tel:041 320 44 52,fax:041 320 44 52,"Luzernerstrasse 9
6010 Kriens",https://www.google.com/maps/place/Luzernerstrasse%20%209+6010+Kriens,website not accessible
