company_name,industry,website,telephone,fax,address,address_maplink,email
Walz Backkunst,Herstellung von Backwaren (ohne Dauerbackwaren),http://www.walz-backkunst.ch/,tel:071 669 38 48,,"Hauptstrasse 67
8274 Tägerwilen",https://www.google.com/maps/place/Hauptstrasse%2067+8274+T%C3%A4gerwilen,office@walz-backkunst.ch
European Credit AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.wiaplon.com/,,,"Roosstrasse 10c
8832 Wollerau",https://www.google.com/maps/place/Roosstrasse%2010c+8832+Wollerau,bad link
Getag Entsorgungs-Technik AG,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.getag.ch/,tel:062 209 40 78,fax:062 209 40 79,"Industrie Allmend 35
4629 Fulenbach",https://www.google.com/maps/place/Industrie%20Allmend%2035+4629+Fulenbach,team@getag.ch
Walter Dräyer,"Orchester, Chöre, Musiker",,,,"Jurastrasse 23
4657 Dulliken",https://www.google.com/maps/place/Jurastrasse%2023+4657+Dulliken,website not accessible
Trefinag Bau- und Beteiligungs AG,Aktivitäten der Generalunternehmen im Baugewerbe,,tel:044 802 60 80,fax:071 446 08 47,"Schaffhauserstrasse 1
8213 Neunkirch",https://www.google.com/maps/place/Schaffhauserstrasse%201+8213+Neunkirch,website not accessible
Heizmann Kunststoffe AG,Herstellung von Verpackungsmitteln aus Kunststoffen,http://heizmann-kunststoffe.ch/shop/index.php,tel:052 378 20 13,fax:052 378 20 08,"Weidstrasse 6
9545 Wängi",https://www.google.com/maps/place/Weidstrasse%206+9545+W%C3%A4ngi,info@heizmann-kunststoffe.ch
Anton Schilliger,Güterbeförderung im Strassenverkehr,,tel:071 923 61 04,,"Oelbergstrasse 5
9500 Wil SG",https://www.google.com/maps/place/Oelbergstrasse%205+9500+Wil%20SG,website not accessible
Trummer's Storen-+,Sonstige Bauinstallation,,tel:033 356 05 39,fax:033 356 04 39,"Bellevue 79
3664 Burgistein",https://www.google.com/maps/place/Bellevue%2079+3664+Burgistein,website not accessible
sichfreuen.ch,Artikel im Shop,http://www.sichfreuen.ch/,,,"Bahnstrasse 60
8105 Regensdorf",https://www.google.com/maps/place/Bahnstrasse%2060+8105+Regensdorf,info@sichfreuen.ch
Jakob Herzog,Schreinerarbeiten im Innenausbau,,tel:071 664 23 39,,"Hauptstrasse 76
8269 Fruthwilen",https://www.google.com/maps/place/Hauptstrasse%2076+8269+Fruthwilen,website not accessible
Geometra AG,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.geometra.ch/,tel:062 723 42 22,fax:062 723 45 05,"Muhenstrasse 11
5036 Oberentfelden",https://www.google.com/maps/place/Muhenstrasse%2011+5036+Oberentfelden,johndoe@domain.de
Contec Real Estate SA,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",,tel:043 844 66 45,fax:043 844 66 46,"Konradshalde 2
8832 Wilen b. Wollerau",https://www.google.com/maps/place/Konradshalde%202+8832+Wilen%20b.%20Wollerau,website not accessible
Steinmetz Expo AG,"Messe-, Ausstellungs- und Kongressveranstalter",http://www.steinmetz-expo.ch/,tel:044 945 03 03,fax:044 945 13 23,"Hölzliwisenstrasse 2
8604 Volketswil",https://www.google.com/maps/place/H%C3%B6lzliwisenstrasse%202+8604+Volketswil,aa@steinmetz.ch
Poli Bau AG,Allgemeiner Hochbau,http://www.polibau.ch/,tel:041 632 40 20,,"Hasliweg 1
6052 Hergiswil NW",https://www.google.com/maps/place/Hasliweg%201+6052+Hergiswil%20NW,website not accessible
FAZ architectes sàrl,Architekturbüros,http://www.faz-architectes.net/,tel:022 345 14 64,,"Rue du Jura 32
1201 Genève",https://www.google.com/maps/place/Rue%20du%20Jura%2032+1201+Gen%C3%A8ve,mail@faz-architectes.net
Mathys World of Wellness AG,Sonstige Bauinstallation,http://www.mathys-ag.ch/,tel:052 747 15 13,fax:052 747 15 88,"Hungerbüelstrasse 3
8500 Frauenfeld",https://www.google.com/maps/place/Hungerb%C3%BCelstrasse%203+8500+Frauenfeld,wellness@mathys-ag.ch
Schmidlin Import AG,"Grosshandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung",http://www.schmidlin.ch/,tel:041 859 00 60,fax:041 859 00 79,"Gotthardstrasse 51
6414 Oberarth",https://www.google.com/maps/place/Gotthardstrasse%2051+6414+Oberarth,
Alpnach-Küchen AG,Herstellung von Küchen- und Badzimmermöbeln (ohne Einbau),http://www.alpnachkuechen.ch/,tel:062 746 86 86,fax:062 746 86 87,"Bergackerweg 5
4802 Strengelbach",https://www.google.com/maps/place/Bergackerweg%205+4802+Strengelbach,
DecoTrends GmbH,Sonstiger Fachdetailhandel a. n. g. (in Verkaufsräumen),http://www.decotrends.ch/,,,"Schloss
3076 Worb",https://www.google.com/maps/place/Schloss+3076+Worb,
Frawa Verwaltungs AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",,tel:044 802 60 80,fax:044 802 60 81,"Bahnhofstrasse 6/8
8500 Frauenfeld",https://www.google.com/maps/place/Bahnhofstrasse%20%206/8+8500+Frauenfeld,website not accessible
Heinz Fischer + Giovanni Vadori,Sonstige Bauinstallation,http://www.fischer-vadori.ch/,tel:056 622 30 00,fax:056 610 19 96,"Langelen 62
5606 Dintikon",https://www.google.com/maps/place/Langelen%2062+5606+Dintikon,website not accessible
Mettler Schloss.+ Metallb.AG,Schlossereien,http://www.mettler-metallbau.ch/,tel:062 723 22 67,fax:062 723 55 30,"Odermatten 15
5742 Kölliken",https://www.google.com/maps/place/Odermatten%2015+5742+K%C3%B6lliken,info@mettler-metallbau.ch
Rohrer Suisse AG,Gerüstbau,http://www.rohrer-grp.com/,tel:061 825 68 30,,"Hohenrainstrasse 10
4133 Pratteln",https://www.google.com/maps/place/Hohenrainstrasse%2010+4133+Pratteln,office.germany@rohrer-grp.com
Stöckl Gartenbau GmbH,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.stoecklgartenbau.ch/,tel:071 910 21 11,,"Braunauerstrasse 970
9512 Rossrüti",https://www.google.com/maps/place/Braunauerstrasse%20970+9512+Rossr%C3%BCti,stoeckl.gartenbau@bluewin.ch
Toni Frank AG,"Holzbau, Zimmerei",http://www.tonifrankag.ch/,tel:041 620 58 54,fax:041 620 58 37,"Herdern 5
6373 Ennetbürgen",https://www.google.com/maps/place/Herdern%205+6373+Ennetb%C3%BCrgen,bad link
Reichert SA,Detailhandel mit Motorenkraftstoffen (Tankstellen),,,,"Rue de la Reuchenette 32
2603 Péry",https://www.google.com/maps/place/Rue%20de%20la%20Reuchenette%2032+2603+P%C3%A9ry,website not accessible
Solutions custom made Sàrl,Innenarchitektur und Raumgestaltung,http://solutions.best/,tel:+41 79 226 76 31,,"Rue de Combremont 4
1908 Riddes",https://www.google.com/maps/place/Rue%20de%20Combremont%204+1908+Riddes,info@solutions.best
Corderie Ullmann SA,Herstellung von Seilerwaren,http://www.usacord.com/,tel:022 794 57 58,fax:022 794 52 02,"Chemin des Mouettes 1
1027 Lonay",https://www.google.com/maps/place/Chemin%20des%20Mouettes%201+1027+Lonay,info@usacord.com
